date,want_pompa,want_truk,minor
2019-06-22,0,8855,0
2019-06-23,0,8855,0
2019-06-24,0,8855,0
2019-06-25,0,8855,0
2019-06-26,0,8855,0
2019-06-27,0,8855,0
2019-06-28,0,8855,0
2019-06-29,0,8855,0
2019-06-30,0,8855,0
2019-07-01,0,9102,0
2019-07-02,0,9102,0
2019-07-03,0,9102,0
2019-07-04,0,9102,0
2019-07-05,0,9102,0
2019-07-06,0,9102,0
2019-07-07,0,9102,0
2019-07-08,0,9102,0
2019-07-09,0,9102,0
2019-07-10,0,9102,0
2019-07-11,0,9102,0
2019-07-12,0,9102,0
2019-07-13,0,9102,0
2019-07-14,0,9102,0
2019-07-15,0,9102,0
2019-07-16,0,9102,0
2019-07-17,0,9102,0
2019-07-18,0,9102,0
2019-07-19,0,9102,0
2019-07-20,0,9102,0
2019-07-21,0,9102,0
2019-07-22,0,9102,0
2019-07-23,0,9102,0
2019-07-24,0,9102,0
2019-07-25,0,9102,0
2019-07-26,0,9102,0
2019-07-27,0,9102,0
2019-07-28,0,9102,0
2019-07-29,0,9102,0
2019-07-30,0,9102,0
2019-07-31,0,9102,0
2019-08-01,0,9150,0
2019-08-02,0,9150,0
2019-08-03,0,9150,0
2019-08-04,0,9150,0
2019-08-05,0,9150,0
2019-08-06,0,9150,0
2019-08-07,0,9150,0
2019-08-08,0,9150,0
2019-08-09,0,9150,0
2019-08-10,0,9150,0
2019-08-11,0,9150,0
2019-08-12,0,9150,0
2019-08-13,0,9150,0
2019-08-14,0,9150,0
2019-08-15,0,9150,0
2019-08-16,0,9150,0
2019-08-17,0,9150,0
2019-08-18,0,9150,0
2019-08-19,0,9150,0
2019-08-20,0,9150,0
2019-08-21,0,9150,0
2019-08-22,0,9150,0
2019-08-23,0,9150,0
2019-08-24,0,9150,0
2019-08-25,0,9150,0
2019-08-26,0,9150,0
2019-08-27,0,9150,0
2019-08-28,0,9150,0
2019-08-29,0,9150,0
2019-08-30,0,9150,0
2019-08-31,0,9150,0
2019-09-01,0,9141,0
2019-09-02,0,9141,0
2019-09-03,0,9141,0
2019-09-04,0,9141,0
2019-09-05,0,9141,0
2019-09-06,0,9141,0
2019-09-07,0,9141,0
2019-09-08,0,9141,0
2019-09-09,0,9141,0
2019-09-10,0,9141,0
2019-09-11,0,9141,0
2019-09-12,0,9141,0
2019-09-13,0,9141,0
2019-09-14,0,9141,0
2019-09-15,0,9141,0
2019-09-16,0,9141,0
2019-09-17,0,9141,0
2019-09-18,0,9141,0
2019-09-19,0,9141,0
2019-09-20,0,9141,0
2019-09-21,0,9141,0
2019-09-22,0,9141,0
2019-09-23,0,9141,0
2019-09-24,0,9141,0
2019-09-25,0,9141,0
2019-09-26,0,9141,0
2019-09-27,0,9141,0
2019-09-28,0,9141,0
2019-09-29,0,9141,0
2019-09-30,0,9141,0
2019-10-01,0,6363,0
2019-10-02,0,6363,0
2019-10-03,0,6363,0
2019-10-04,0,6363,0
2019-10-05,0,6363,0
2019-10-06,0,6363,0
2019-10-07,0,6363,0
2019-10-08,0,6363,0
2019-10-09,0,6363,0
2019-10-10,0,6363,0
2019-10-11,0,6363,0
2019-10-12,0,6363,0
2019-10-13,0,6363,0
2019-10-14,0,6363,0
2019-10-15,0,6363,0
2019-10-16,0,6363,0
2019-10-17,0,6363,0
2019-10-18,0,6363,0
2019-10-19,1,6363,1
2019-10-20,0,6363,0
2019-10-21,0,6363,0
2019-10-22,0,6363,0
2019-10-23,0,6363,0
2019-10-24,0,6363,0
2019-10-25,0,6363,0
2019-10-26,0,6363,0
2019-10-27,0,6363,0
2019-10-28,0,6363,0
2019-10-29,1,6363,1
2019-10-30,1,6363,1
2019-10-31,1,6363,1
2019-11-01,1,1,1
2019-11-02,2,1,1
2019-11-03,3,1,1
2019-11-04,0,1,0
2019-11-05,1,1,1
2019-11-06,0,1,0
2019-11-07,0,1,0
2019-11-08,0,1,0
2019-11-09,0,1,0
2019-11-10,0,1,0
2019-11-11,0,1,0
2019-11-12,0,1,0
2019-11-13,3,1,1
2019-11-14,7,1,1
2019-11-15,1,1,1
2019-11-16,0,1,0
2019-11-17,0,1,0
2019-11-18,0,1,0
2019-11-19,0,1,0
2019-11-20,12,1,1
2019-11-21,8,1,1
2019-11-22,8,1,1
2019-11-23,3,1,1
2019-11-24,4,1,1
2019-11-25,28,1,1
2019-11-26,46,1,1
2019-11-27,19,1,1
2019-11-28,6,1,1
2019-11-29,7,1,1
2019-11-30,21,1,1
2019-12-01,12,0,0
2019-12-02,6,0,0
2019-12-03,4,0,0
2019-12-04,89,0,0
2019-12-05,119,0,0
2019-12-06,132,0,0
2019-12-07,104,0,0
2019-12-08,22,0,0
2019-12-09,19,0,0
2019-12-10,41,0,0
2019-12-11,42,0,0
2019-12-12,46,0,0
2019-12-13,14,0,0
2019-12-14,25,0,0
2019-12-15,36,0,0
2019-12-16,404,0,0
2019-12-17,558,0,0
2019-12-18,347,0,0
2019-12-19,141,0,0
2019-12-20,60,0,0
2019-12-21,105,0,0
2019-12-22,123,0,0
2019-12-23,26,0,0
2019-12-24,116,0,0
2019-12-25,293,0,0
2019-12-26,573,0,0
2019-12-27,1137,0,0
2019-12-28,795,0,0
2019-12-29,406,0,0
2019-12-30,294,0,0
2019-12-31,1510,0,0
2020-01-01,1980,0,0
2020-01-02,1359,0,0
2020-01-03,914,0,0
2020-01-04,971,0,0
2020-01-05,1027,0,0
2020-01-06,1250,0,0
2020-01-07,1141,0,0
2020-01-08,1246,0,0
2020-01-09,1785,0,0
2020-01-10,1582,0,0
2020-01-11,1189,0,0
2020-01-12,856,0,0
2020-01-13,620,0,0
2020-01-14,536,0,0
2020-01-15,657,0,0
2020-01-16,615,0,0
2020-01-17,571,0,0
2020-01-18,557,0,0
2020-01-19,517,0,0
2020-01-20,738,0,0
2020-01-21,703,0,0
2020-01-22,634,0,0
2020-01-23,567,0,0
2020-01-24,1297,0,0
2020-01-25,2193,0,0
2020-01-26,2053,0,0
2020-01-27,1675,0,0
2020-01-28,1044,0,0
2020-01-29,982,0,0
2020-01-30,884,0,0
2020-01-31,1072,0,0
2020-02-01,1509,0,0
2020-02-02,1448,0,0
2020-02-03,1749,0,0
2020-02-04,1668,0,0
2020-02-05,1931,0,0
2020-02-06,1844,0,0
2020-02-07,2096,0,0
2020-02-08,1708,0,0
2020-02-09,1358,0,0
2020-02-10,1280,0,0
2020-02-11,1342,0,0
2020-02-12,1050,0,0
2020-02-13,1218,0,0
2020-02-14,1042,0,0
2020-02-15,1288,0,0
2020-02-16,1735,0,0
2020-02-17,1723,0,0
2020-02-18,2073,0,0
2020-02-19,1993,0,0
2020-02-20,1942,0,0
2020-02-21,1656,0,0
2020-02-22,1709,0,0
2020-02-23,1649,0,0
2020-02-24,1598,0,0
2020-02-25,1554,0,0
2020-02-26,1518,0,0
2020-02-27,1394,0,0
2020-02-28,1731,0,0
2020-02-29,2207,0,0
2020-03-01,1868,0,0
2020-03-02,1220,0,0
2020-03-03,849,0,0
2020-03-04,1342,0,0
2020-03-05,1420,0,0
2020-03-06,1084,0,0
2020-03-07,822,0,0
2020-03-08,674,0,0
2020-03-09,567,0,0
2020-03-10,491,0,0
2020-03-11,425,0,0
2020-03-12,557,0,0
2020-03-13,289,0,0
2020-03-14,232,0,0
2020-03-15,284,0,0
2020-03-16,526,0,0
2020-03-17,747,0,0
2020-03-18,910,0,0
2020-03-19,1191,0,0
2020-03-20,1474,0,0
2020-03-21,1195,0,0
2020-03-22,941,0,0
2020-03-23,759,0,0
2020-03-24,793,0,0
2020-03-25,484,0,0
2020-03-26,959,0,0
2020-03-27,847,0,0
2020-03-28,653,0,0
2020-03-29,580,0,0
2020-03-30,813,0,0
2020-03-31,955,0,0
2020-04-01,270,0,0
2020-04-02,286,0,0
2020-04-03,247,0,0
2020-04-04,306,0,0
2020-04-05,839,0,0
2020-04-06,903,0,0
2020-04-07,762,0,0
2020-04-08,532,0,0
2020-04-09,412,0,0
2020-04-10,448,0,0
2020-04-11,341,0,0
2020-04-12,175,0,0
2020-04-13,279,0,0
2020-04-14,290,0,0
2020-04-15,229,0,0
2020-04-16,152,0,0
2020-04-17,215,0,0
2020-04-18,130,0,0
2020-04-19,48,0,0
2020-04-20,22,0,0
2020-04-21,28,0,0
2020-04-22,3,0,0
2020-04-23,2,0,0
2020-04-24,17,0,0
2020-04-25,1,0,0
2020-04-26,9,0,0
2020-04-27,38,0,0
2020-04-28,56,0,0
2020-04-29,38,0,0
2020-04-30,34,0,0
2020-05-01,24,0,0
2020-05-02,60,0,0
2020-05-03,18,0,0
2020-05-04,20,0,0
2020-05-05,0,0,0
2020-05-06,30,0,0
2020-05-07,0,0,0
2020-05-08,3,0,0
2020-05-09,0,0,0
2020-05-10,12,0,0
2020-05-11,1,0,0
2020-05-12,0,0,0
2020-05-13,0,0,0
2020-05-14,0,0,0
2020-05-15,0,0,0
2020-05-16,0,0,0
2020-05-17,0,0,0
2020-05-18,5,0,0
2020-05-19,0,0,0
2020-05-20,0,0,0
2020-05-21,0,0,0
2020-05-22,0,0,0
2020-05-23,0,0,0
2020-05-24,0,0,0
2020-05-25,0,0,0
2020-05-26,3,0,0
2020-05-27,0,0,0
2020-05-28,0,0,0
2020-05-29,0,0,0
2020-05-30,0,0,0
2020-05-31,0,0,0
2020-06-01,0,442,0
2020-06-02,0,442,0
2020-06-03,0,442,0
2020-06-04,0,442,0
2020-06-05,0,442,0
2020-06-06,0,442,0
2020-06-07,0,442,0
2020-06-08,0,442,0
2020-06-09,0,442,0
2020-06-10,0,442,0
2020-06-11,0,442,0
2020-06-12,0,442,0
2020-06-13,0,442,0
2020-06-14,0,442,0
2020-06-15,0,442,0
2020-06-16,0,442,0
2020-06-17,0,442,0
2020-06-18,0,442,0
2020-06-19,0,442,0
2020-06-20,0,442,0
2020-06-21,0,442,0
2020-06-22,0,442,0
2020-06-23,0,442,0
2020-06-24,0,442,0
2020-06-25,0,442,0
2020-06-26,0,442,0
2020-06-27,0,442,0
2020-06-28,0,442,0
2020-06-29,0,442,0
2020-06-30,0,442,0
2020-07-01,0,5653,0
2020-07-02,0,5653,0
2020-07-03,0,5653,0
2020-07-04,0,5653,0
2020-07-05,0,5653,0
2020-07-06,0,5653,0
2020-07-07,0,5653,0
2020-07-08,0,5653,0
2020-07-09,0,5653,0
2020-07-10,0,5653,0
2020-07-11,0,5653,0
2020-07-12,0,5653,0
2020-07-13,0,5653,0
2020-07-14,0,5653,0
2020-07-15,0,5653,0
2020-07-16,0,5653,0
2020-07-17,0,5653,0
2020-07-18,0,5653,0
2020-07-19,0,5653,0
2020-07-20,0,5653,0
2020-07-21,0,5653,0
2020-07-22,0,5653,0
2020-07-23,0,5653,0
2020-07-24,0,5653,0
2020-07-25,0,5653,0
2020-07-26,0,5653,0
2020-07-27,0,5653,0
2020-07-28,0,5653,0
2020-07-29,0,5653,0
2020-07-30,0,5653,0
2020-07-31,0,5653,0
2020-08-01,0,6592,0
2020-08-02,0,6592,0
2020-08-03,0,6592,0
2020-08-04,0,6592,0
2020-08-05,0,6592,0
2020-08-06,0,6592,0
2020-08-07,0,6592,0
2020-08-08,0,6592,0
2020-08-09,0,6592,0
2020-08-10,0,6592,0
2020-08-11,0,6592,0
2020-08-12,0,6592,0
2020-08-13,1,6592,1
2020-08-14,0,6592,0
2020-08-15,0,6592,0
2020-08-16,0,6592,0
2020-08-17,0,6592,0
2020-08-18,0,6592,0
2020-08-19,0,6592,0
2020-08-20,0,6592,0
2020-08-21,0,6592,0
2020-08-22,0,6592,0
2020-08-23,0,6592,0
2020-08-24,0,6592,0
2020-08-25,0,6592,0
2020-08-26,0,6592,0
2020-08-27,0,6592,0
2020-08-28,0,6592,0
2020-08-29,0,6592,0
2020-08-30,0,6592,0
2020-08-31,0,6592,0
2020-09-01,0,347,0
2020-09-02,0,347,0
2020-09-03,2,347,2
2020-09-04,2,347,2
2020-09-05,0,347,0
2020-09-06,0,347,0
2020-09-07,0,347,0
2020-09-08,0,347,0
2020-09-09,0,347,0
2020-09-10,0,347,0
2020-09-11,0,347,0
2020-09-12,0,347,0
2020-09-13,0,347,0
2020-09-14,0,347,0
2020-09-15,0,347,0
2020-09-16,0,347,0
2020-09-17,0,347,0
2020-09-18,0,347,0
2020-09-19,0,347,0
2020-09-20,0,347,0
2020-09-21,2,347,2
2020-09-22,2,347,2
2020-09-23,0,347,0
2020-09-24,1,347,1
2020-09-25,0,347,0
2020-09-26,1,347,1
2020-09-27,1,347,1
2020-09-28,0,347,0
2020-09-29,0,347,0
2020-09-30,0,347,0
2020-10-01,5,0,0
2020-10-02,17,0,0
2020-10-03,14,0,0
2020-10-04,0,0,0
2020-10-05,6,0,0
2020-10-06,5,0,0
2020-10-07,3,0,0
2020-10-08,4,0,0
2020-10-09,44,0,0
2020-10-10,70,0,0
2020-10-11,42,0,0
2020-10-12,31,0,0
2020-10-13,19,0,0
2020-10-14,6,0,0
2020-10-15,5,0,0
2020-10-16,16,0,0
2020-10-17,16,0,0
2020-10-18,21,0,0
2020-10-19,83,0,0
2020-10-20,170,0,0
2020-10-21,102,0,0
2020-10-22,126,0,0
2020-10-23,139,0,0
2020-10-24,117,0,0
2020-10-25,100,0,0
2020-10-26,185,0,0
2020-10-27,229,0,0
2020-10-28,114,0,0
2020-10-29,84,0,0
2020-10-30,206,0,0
2020-10-31,430,0,0
2020-11-01,479,0,0
2020-11-02,326,0,0
2020-11-03,132,0,0
2020-11-04,75,0,0
2020-11-05,134,0,0
2020-11-06,62,0,0
2020-11-07,42,0,0
2020-11-08,71,0,0
2020-11-09,28,0,0
2020-11-10,25,0,0
2020-11-11,23,0,0
2020-11-12,22,0,0
2020-11-13,22,0,0
2020-11-14,35,0,0
2020-11-15,20,0,0
2020-11-16,66,0,0
2020-11-17,81,0,0
2020-11-18,99,0,0
2020-11-19,79,0,0
2020-11-20,106,0,0
2020-11-21,197,0,0
2020-11-22,271,0,0
2020-11-23,454,0,0
2020-11-24,394,0,0
2020-11-25,310,0,0
2020-11-26,109,0,0
2020-11-27,73,0,0
2020-11-28,66,0,0
2020-11-29,246,0,0
2020-11-30,160,0,0
2020-12-01,137,0,0
2020-12-02,213,0,0
2020-12-03,256,0,0
2020-12-04,217,0,0
2020-12-05,254,0,0
2020-12-06,321,0,0
2020-12-07,264,0,0
2020-12-08,82,0,0
2020-12-09,119,0,0
2020-12-10,105,0,0
2020-12-11,235,0,0
2020-12-12,411,0,0
2020-12-13,604,0,0
2020-12-14,533,0,0
2020-12-15,701,0,0
2020-12-16,678,0,0
2020-12-17,511,0,0
2020-12-18,425,0,0
2020-12-19,183,0,0
2020-12-20,53,0,0
2020-12-21,147,0,0
2020-12-22,82,0,0
2020-12-23,73,0,0
2020-12-24,226,0,0
2020-12-25,211,0,0
2020-12-26,271,0,0
2020-12-27,371,0,0
2020-12-28,307,0,0
2020-12-29,375,0,0
2020-12-30,601,0,0
2020-12-31,564,0,0
2021-01-01,775,0,0
2021-01-02,501,0,0
2021-01-03,500,0,0
2021-01-04,456,0,0
2021-01-05,543,0,0
2021-01-06,718,0,0
2021-01-07,661,0,0
2021-01-08,677,0,0
2021-01-09,1034,0,0
2021-01-10,1236,0,0
2021-01-11,1224,0,0
2021-01-12,1082,0,0
2021-01-13,922,0,0
2021-01-14,741,0,0
2021-01-15,417,0,0
2021-01-16,270,0,0
2021-01-17,341,0,0
2021-01-18,669,0,0
2021-01-19,740,0,0
2021-01-20,596,0,0
2021-01-21,665,0,0
2021-01-22,665,0,0
2021-01-23,708,0,0
2021-01-24,1087,0,0
2021-01-25,1018,0,0
2021-01-26,1415,0,0
2021-01-27,1630,0,0
2021-01-28,1647,0,0
2021-01-29,1096,0,0
2021-01-30,962,0,0
2021-01-31,863,0,0
2021-02-01,1273,0,0
2021-02-02,1351,0,0
2021-02-03,1474,0,0
2021-02-04,1572,0,0
2021-02-05,1381,0,0
2021-02-06,1418,0,0
2021-02-07,1701,0,0
2021-02-08,1756,0,0
2021-02-09,1663,0,0
2021-02-10,1415,0,0
2021-02-11,1269,0,0
2021-02-12,1532,0,0
2021-02-13,1449,0,0
2021-02-14,1714,0,0
2021-02-15,1608,0,0
2021-02-16,1833,0,0
2021-02-17,1803,0,0
2021-02-18,2112,0,0
2021-02-19,2142,0,0
2021-02-20,2140,0,0
2021-02-21,1712,0,0
2021-02-22,1457,0,0
2021-02-23,1452,0,0
2021-02-24,1315,0,0
2021-02-25,1953,0,0
2021-02-26,1691,0,0
2021-02-27,914,0,0
2021-02-28,734,0,0
2021-03-01,382,0,0
2021-03-02,372,0,0
2021-03-03,420,0,0
2021-03-04,373,0,0
2021-03-05,253,0,0
2021-03-06,438,0,0
2021-03-07,632,0,0
2021-03-08,658,0,0
2021-03-09,210,0,0
2021-03-10,300,0,0
2021-03-11,331,0,0
2021-03-12,320,0,0
2021-03-13,320,0,0
2021-03-14,363,0,0
2021-03-15,282,0,0
2021-03-16,574,0,0
2021-03-17,389,0,0
2021-03-18,425,0,0
2021-03-19,279,0,0
2021-03-20,207,0,0
2021-03-21,230,0,0
2021-03-22,288,0,0
2021-03-23,300,0,0
2021-03-24,337,0,0
2021-03-25,372,0,0
2021-03-26,321,0,0
2021-03-27,529,0,0
2021-03-28,511,0,0
2021-03-29,434,0,0
2021-03-30,696,0,0
2021-03-31,1210,0,0
2021-04-01,737,0,0
2021-04-02,225,0,0
2021-04-03,184,0,0
2021-04-04,204,0,0
2021-04-05,139,0,0
2021-04-06,93,0,0
2021-04-07,82,0,0
2021-04-08,32,0,0
2021-04-09,41,0,0
2021-04-10,42,0,0
2021-04-11,44,0,0
2021-04-12,33,0,0
2021-04-13,134,0,0
2021-04-14,80,0,0
2021-04-15,247,0,0
2021-04-16,40,0,0
2021-04-17,52,0,0
2021-04-18,58,0,0
2021-04-19,54,0,0
2021-04-20,2,0,0
2021-04-21,0,0,0
2021-04-22,0,0,0
2021-04-23,0,0,0
2021-04-24,0,0,0
2021-04-25,0,0,0
2021-04-26,0,0,0
2021-04-27,6,0,0
2021-04-28,45,0,0
2021-04-29,3,0,0
2021-04-30,13,0,0
2021-05-01,0,0,0
2021-05-02,0,0,0
2021-05-03,0,0,0
2021-05-04,0,0,0
2021-05-05,0,0,0
2021-05-06,0,0,0
2021-05-07,0,0,0
2021-05-08,0,0,0
2021-05-09,0,0,0
2021-05-10,0,0,0
2021-05-11,0,0,0
2021-05-12,0,0,0
2021-05-13,0,0,0
2021-05-14,0,0,0
2021-05-15,0,0,0
2021-05-16,0,0,0
2021-05-17,0,0,0
2021-05-18,10,0,0
2021-05-19,0,0,0
2021-05-20,0,0,0
2021-05-21,0,0,0
2021-05-22,0,0,0
2021-05-23,0,0,0
2021-05-24,16,0,0
2021-05-25,16,0,0
2021-05-26,4,0,0
2021-05-27,0,0,0
2021-05-28,0,0,0
2021-05-29,5,0,0
2021-05-30,0,0,0
2021-05-31,0,0,0
2021-06-01,0,0,0
2021-06-02,0,0,0
2021-06-03,0,0,0
2021-06-04,0,0,0
2021-06-05,0,0,0
2021-06-06,0,0,0
2021-06-07,0,0,0
2021-06-08,0,0,0
2021-06-09,0,0,0
2021-06-10,0,0,0
2021-06-11,3,0,0
2021-06-12,7,0,0
2021-06-13,0,0,0
2021-06-14,0,0,0
2021-06-15,0,0,0
2021-06-16,0,0,0
2021-06-17,1,0,0
2021-06-18,14,0,0
2021-06-19,6,0,0
2021-06-20,2,0,0
2021-06-21,3,0,0
2021-06-22,0,0,0
2021-06-23,0,0,0
2021-06-24,0,0,0
2021-06-25,0,0,0
2021-06-26,0,0,0
2021-06-27,0,0,0
2021-06-28,0,0,0
2021-06-29,0,0,0
2021-06-30,0,0,0
2021-07-01,0,1618,0
2021-07-02,0,1618,0
2021-07-03,0,1618,0
2021-07-04,0,1618,0
2021-07-05,0,1618,0
2021-07-06,0,1618,0
2021-07-07,0,1618,0
2021-07-08,0,1618,0
2021-07-09,0,1618,0
2021-07-10,0,1618,0
2021-07-11,0,1618,0
2021-07-12,0,1618,0
2021-07-13,0,1618,0
2021-07-14,0,1618,0
2021-07-15,0,1618,0
2021-07-16,0,1618,0
2021-07-17,0,1618,0
2021-07-18,0,1618,0
2021-07-19,0,1618,0
2021-07-20,0,1618,0
2021-07-21,0,1618,0
2021-07-22,0,1618,0
2021-07-23,0,1618,0
2021-07-24,0,1618,0
2021-07-25,0,1618,0
2021-07-26,0,1618,0
2021-07-27,0,1618,0
2021-07-28,0,1618,0
2021-07-29,0,1618,0
2021-07-30,0,1618,0
2021-07-31,0,1618,0
2021-08-01,0,2483,0
2021-08-02,0,2483,0
2021-08-03,0,2483,0
2021-08-04,0,2483,0
2021-08-05,0,2483,0
2021-08-06,0,2483,0
2021-08-07,0,2483,0
2021-08-08,0,2483,0
2021-08-09,180,2483,180
2021-08-10,5,2483,5
2021-08-11,0,2483,0
2021-08-12,0,2483,0
2021-08-13,2,2483,2
2021-08-14,0,2483,0
2021-08-15,1,2483,1
2021-08-16,0,2483,0
2021-08-17,0,2483,0
2021-08-18,0,2483,0
2021-08-19,0,2483,0
2021-08-20,0,2483,0
2021-08-21,1,2483,1
2021-08-22,0,2483,0
2021-08-23,0,2483,0
2021-08-24,0,2483,0
2021-08-25,0,2483,0
2021-08-26,0,2483,0
2021-08-27,0,2483,0
2021-08-28,0,2483,0
2021-08-29,0,2483,0
2021-08-30,0,2483,0
2021-08-31,0,2483,0
2021-09-01,0,28,0
2021-09-02,0,28,0
2021-09-03,0,28,0
2021-09-04,0,28,0
2021-09-05,0,28,0
2021-09-06,2,28,2
2021-09-07,1,28,1
2021-09-08,1,28,1
2021-09-09,0,28,0
2021-09-10,0,28,0
2021-09-11,1,28,1
2021-09-12,1,28,1
2021-09-13,1,28,1
2021-09-14,2,28,2
2021-09-15,3,28,3
2021-09-16,1,28,1
2021-09-17,0,28,0
2021-09-18,1,28,1
2021-09-19,11,28,11
2021-09-20,0,28,0
2021-09-21,1,28,1
2021-09-22,1,28,1
2021-09-23,1,28,1
2021-09-24,1,28,1
2021-09-25,1,28,1
2021-09-26,2,28,2
2021-09-27,4,28,4
2021-09-28,0,28,0
2021-09-29,0,28,0
2021-09-30,1,28,1
2021-10-01,2,0,0
2021-10-02,0,0,0
2021-10-03,1,0,0
2021-10-04,2,0,0
2021-10-05,1,0,0
2021-10-06,0,0,0
2021-10-07,0,0,0
2021-10-08,0,0,0
2021-10-09,0,0,0
2021-10-10,0,0,0
2021-10-11,1,0,0
2021-10-12,0,0,0
2021-10-13,0,0,0
2021-10-14,0,0,0
2021-10-15,1,0,0
2021-10-16,1,0,0
2021-10-17,12,0,0
2021-10-18,10,0,0
2021-10-19,12,0,0
2021-10-20,9,0,0
2021-10-21,6,0,0
2021-10-22,5,0,0
2021-10-23,2,0,0
2021-10-24,2,0,0
2021-10-25,8,0,0
2021-10-26,1,0,0
2021-10-27,20,0,0
2021-10-28,39,0,0
2021-10-29,52,0,0
2021-10-30,32,0,0
2021-10-31,61,0,0
2021-11-01,377,0,0
2021-11-02,348,0,0
2021-11-03,168,0,0
2021-11-04,100,0,0
2021-11-05,77,0,0
2021-11-06,92,0,0
2021-11-07,232,0,0
2021-11-08,98,0,0
2021-11-09,543,0,0
2021-11-10,645,0,0
2021-11-11,348,0,0
2021-11-12,262,0,0
2021-11-13,412,0,0
2021-11-14,403,0,0
2021-11-15,531,0,0
2021-11-16,332,0,0
2021-11-17,391,0,0
2021-11-18,666,0,0
2021-11-19,797,0,0
2021-11-20,382,0,0
2021-11-21,233,0,0
2021-11-22,261,0,0
2021-11-23,511,0,0
2021-11-24,249,0,0
2021-11-25,336,0,0
2021-11-26,503,0,0
2021-11-27,808,0,0
2021-11-28,839,0,0
2021-11-29,351,0,0
2021-11-30,430,0,0
2021-12-01,148,0,0
2021-12-02,122,0,0
2021-12-03,142,0,0
2021-12-04,433,0,0
2021-12-05,358,0,0
2021-12-06,524,0,0
2021-12-07,469,0,0
2021-12-08,267,0,0
2021-12-09,336,0,0
2021-12-10,309,0,0
2021-12-11,287,0,0
2021-12-12,261,0,0
2021-12-13,174,0,0
2021-12-14,108,0,0
2021-12-15,95,0,0
2021-12-16,194,0,0
2021-12-17,625,0,0
2021-12-18,741,0,0
2021-12-19,603,0,0
2021-12-20,495,0,0
2021-12-21,390,0,0
2021-12-22,197,0,0
2021-12-23,283,0,0
2021-12-24,211,0,0
2021-12-25,552,0,0
2021-12-26,661,0,0
2021-12-27,692,0,0
2021-12-28,900,0,0
2021-12-29,691,0,0
2021-12-30,641,0,0
2021-12-31,412,0,0
2022-01-01,636,0,0
2022-01-02,462,0,0
2022-01-03,266,0,0
2022-01-04,140,0,0
2022-01-05,234,0,0
2022-01-06,253,0,0
2022-01-07,390,0,0
2022-01-08,394,0,0
2022-01-09,377,0,0
2022-01-10,515,0,0
2022-01-11,819,0,0
2022-01-12,991,0,0
2022-01-13,766,0,0
2022-01-14,639,0,0
2022-01-15,596,0,0
2022-01-16,513,0,0
2022-01-17,477,0,0
2022-01-18,438,0,0
2022-01-19,534,0,0
2022-01-20,785,0,0
2022-01-21,741,0,0
2022-01-22,678,0,0
2022-01-23,492,0,0
2022-01-24,351,0,0
2022-01-25,302,0,0
2022-01-26,239,0,0
2022-01-27,156,0,0
2022-01-28,135,0,0
2022-01-29,90,0,0
2022-01-30,113,0,0
2022-01-31,174,0,0
2022-02-01,431,0,0
2022-02-02,449,0,0
2022-02-03,483,0,0
2022-02-04,766,0,0
2022-02-05,1074,0,0
2022-02-06,1130,0,0
2022-02-07,877,0,0
2022-02-08,691,0,0
2022-02-09,912,0,0
2022-02-10,687,0,0
2022-02-11,452,0,0
2022-02-12,425,0,0
2022-02-13,488,0,0
2022-02-14,364,0,0
2022-02-15,648,0,0
2022-02-16,713,0,0
2022-02-17,1125,0,0
2022-02-18,976,0,0
2022-02-19,719,0,0
2022-02-20,352,0,0
2022-02-21,443,0,0
2022-02-22,437,0,0
2022-02-23,506,0,0
2022-02-24,335,0,0
2022-02-25,349,0,0
2022-02-26,406,0,0
2022-02-27,620,0,0
2022-02-28,708,0,0
2022-03-01,363,0,0
2022-03-02,272,0,0
2022-03-03,236,0,0
2022-03-04,200,0,0
2022-03-05,301,0,0
2022-03-06,420,0,0
2022-03-07,669,0,0
2022-03-08,508,0,0
2022-03-09,507,0,0
2022-03-10,566,0,0
2022-03-11,820,0,0
2022-03-12,1019,0,0
2022-03-13,876,0,0
2022-03-14,799,0,0
2022-03-15,1015,0,0
2022-03-16,729,0,0
2022-03-17,469,0,0
2022-03-18,374,0,0
2022-03-19,262,0,0
2022-03-20,288,0,0
2022-03-21,266,0,0
2022-03-22,168,0,0
2022-03-23,161,0,0
2022-03-24,69,0,0
2022-03-25,51,0,0
2022-03-26,83,0,0
2022-03-27,204,0,0
2022-03-28,128,0,0
2022-03-29,89,0,0
2022-03-30,92,0,0
2022-03-31,229,0,0
2022-04-01,110,0,0
2022-04-02,100,0,0
2022-04-03,174,0,0
2022-04-04,125,0,0
2022-04-05,230,0,0
2022-04-06,105,0,0
2022-04-07,87,0,0
2022-04-08,62,0,0
2022-04-09,67,0,0
2022-04-10,70,0,0
2022-04-11,89,0,0
2022-04-12,101,0,0
2022-04-13,27,0,0
2022-04-14,14,0,0
2022-04-15,7,0,0
2022-04-16,6,0,0
2022-04-17,2,0,0
2022-04-18,2,0,0
2022-04-19,111,0,0
2022-04-20,162,0,0
2022-04-21,231,0,0
2022-04-22,90,0,0
2022-04-23,21,0,0
2022-04-24,35,0,0
2022-04-25,165,0,0
2022-04-26,89,0,0
2022-04-27,251,0,0
2022-04-28,35,0,0
2022-04-29,58,0,0
2022-04-30,69,0,0
2022-05-01,0,0,0
2022-05-02,0,0,0
2022-05-03,0,0,0
2022-05-04,0,0,0
